id_transaksi,tanggal_transaksi,kategori_produk,harga,id_pegawai
TRN3585,2/22/2025,Spa,150000,PGW0025
TRN3586,4/9/2025,Manicure,60000,PGW0050
TRN3587,3/21/2025,Perawatan Rambut,75000,PGW0026
TRN3588,4/27/2025,Spa,150000,PGW0049
TRN3589,4/12/2025,Spa,150000,PGW0022
TRN3590,2/15/2025,Manicure,60000,PGW0042
TRN3591,4/18/2025,Pedicure,65000,PGW0025
TRN3592,3/2/2025,Facial,100000,PGW0045
TRN3593,2/28/2025,Spa,150000,PGW0021
TRN3594,2/22/2025,Perawatan Rambut,75000,PGW0025
TRN3595,2/14/2025,Perawatan Rambut,75000,PGW0019
TRN3596,3/23/2025,Facial,100000,PGW0004
TRN3597,2/13/2025,Pedicure,65000,PGW0037
TRN3598,3/13/2025,Manicure,60000,PGW0030
TRN3599,2/7/2025,Pedicure,65000,PGW0009
TRN3600,3/24/2025,Perawatan Rambut,75000,PGW0041
TRN3601,3/16/2025,Pedicure,65000,PGW0008
TRN3602,4/18/2025,Perawatan Rambut,75000,PGW0012
TRN3603,3/14/2025,Manicure,60000,PGW0025
TRN3604,2/24/2025,Manicure,60000,PGW0002
TRN3605,3/15/2025,Manicure,60000,PGW0047
TRN3606,2/3/2025,Manicure,60000,PGW0012
TRN3607,3/23/2025,Perawatan Rambut,75000,PGW0048
TRN3608,4/19/2025,Spa,150000,PGW0004
TRN3609,4/10/2025,Pedicure,65000,PGW0017
TRN3610,4/24/2025,Pedicure,65000,PGW0033
TRN3611,2/2/2025,Spa,150000,PGW0023
TRN3612,3/21/2025,Perawatan Rambut,75000,PGW0040
TRN3613,4/7/2025,Perawatan Rambut,75000,PGW0001
TRN3614,3/8/2025,Manicure,60000,PGW0012
TRN3615,2/20/2025,Manicure,60000,PGW0042
TRN3616,2/1/2025,Perawatan Rambut,75000,PGW0050
TRN3617,2/7/2025,Perawatan Rambut,75000,PGW0020
TRN3618,4/18/2025,Pedicure,65000,PGW0020
TRN3619,2/12/2025,Manicure,60000,PGW0002
TRN3620,2/2/2025,Spa,150000,PGW0032
TRN3621,2/19/2025,Pedicure,65000,PGW0025
TRN3622,2/17/2025,Pedicure,65000,PGW0034
TRN3623,4/29/2025,Pedicure,65000,PGW0016
TRN3624,4/18/2025,Pedicure,65000,PGW0008
TRN3625,2/11/2025,Facial,100000,PGW0035
TRN3626,3/20/2025,Perawatan Rambut,75000,PGW0013
TRN3627,4/2/2025,Pedicure,65000,PGW0044
TRN3628,2/6/2025,Spa,150000,PGW0007
TRN3629,3/22/2025,Spa,150000,PGW0026
TRN3630,4/8/2025,Facial,100000,PGW0039
TRN3631,3/18/2025,Facial,100000,PGW0040
TRN3632,2/1/2025,Facial,100000,PGW0022
TRN3633,3/6/2025,Pedicure,65000,PGW0030
TRN3634,2/3/2025,Pedicure,65000,PGW0027
TRN3635,3/24/2025,Manicure,60000,PGW0049
TRN3636,4/1/2025,Spa,150000,PGW0021
TRN3637,3/15/2025,Spa,150000,PGW0049
TRN3638,3/20/2025,Spa,150000,PGW0022
TRN3639,2/17/2025,Manicure,60000,PGW0030
TRN3640,2/4/2025,Pedicure,65000,PGW0008
TRN3641,2/14/2025,Facial,100000,PGW0044
TRN3642,2/21/2025,Pedicure,65000,PGW0011
TRN3643,4/3/2025,Spa,150000,PGW0017
TRN3644,4/6/2025,Manicure,60000,PGW0042
TRN3645,4/12/2025,Perawatan Rambut,75000,PGW0047
TRN3646,4/16/2025,Manicure,60000,PGW0031
TRN3647,4/4/2025,Perawatan Rambut,75000,PGW0028
TRN3648,3/27/2025,Perawatan Rambut,75000,PGW0007
TRN3649,3/2/2025,Perawatan Rambut,75000,PGW0047
TRN3650,4/13/2025,Spa,150000,PGW0023
TRN3651,4/1/2025,Spa,150000,PGW0020
TRN3652,3/5/2025,Perawatan Rambut,75000,PGW0020
TRN3653,4/14/2025,Facial,100000,PGW0004
TRN3654,3/27/2025,Pedicure,65000,PGW0019
TRN3655,2/15/2025,Spa,150000,PGW0005
TRN3656,4/16/2025,Facial,100000,PGW0013
TRN3657,3/10/2025,Perawatan Rambut,75000,PGW0050
TRN3658,3/10/2025,Perawatan Rambut,75000,PGW0018
TRN3659,3/18/2025,Perawatan Rambut,75000,PGW0047
TRN3660,3/15/2025,Spa,150000,PGW0017
TRN3661,3/28/2025,Pedicure,65000,PGW0011
TRN3662,2/25/2025,Spa,150000,PGW0044
TRN3663,2/23/2025,Facial,100000,PGW0011
TRN3664,2/11/2025,Pedicure,65000,PGW0033
TRN3665,4/5/2025,Perawatan Rambut,75000,PGW0036
TRN3666,4/14/2025,Spa,150000,PGW0027
TRN3667,2/6/2025,Manicure,60000,PGW0035
TRN3668,4/6/2025,Manicure,60000,PGW0016
TRN3669,2/19/2025,Pedicure,65000,PGW0032
TRN3670,2/21/2025,Pedicure,65000,PGW0042
TRN3671,4/15/2025,Manicure,60000,PGW0021
TRN3672,2/12/2025,Facial,100000,PGW0050
TRN3673,4/27/2025,Perawatan Rambut,75000,PGW0017
TRN3674,3/20/2025,Pedicure,65000,PGW0047
TRN3675,2/3/2025,Perawatan Rambut,75000,PGW0019
TRN3676,4/26/2025,Spa,150000,PGW0003
TRN3677,3/12/2025,Spa,150000,PGW0024
TRN3678,2/4/2025,Manicure,60000,PGW0027
TRN3679,2/19/2025,Perawatan Rambut,75000,PGW0007
TRN3680,2/24/2025,Perawatan Rambut,75000,PGW0024
TRN3681,2/20/2025,Spa,150000,PGW0029
TRN3682,4/16/2025,Pedicure,65000,PGW0032
TRN3683,3/23/2025,Pedicure,65000,PGW0025
TRN3684,4/9/2025,Pedicure,65000,PGW0013
TRN3685,4/9/2025,Spa,150000,PGW0050
TRN3686,3/11/2025,Manicure,60000,PGW0047
TRN3687,4/2/2025,Pedicure,65000,PGW0046
TRN3688,3/3/2025,Facial,100000,PGW0002
TRN3689,4/17/2025,Facial,100000,PGW0022
TRN3690,4/5/2025,Facial,100000,PGW0010
TRN3691,4/3/2025,Manicure,60000,PGW0032
TRN3692,4/9/2025,Facial,100000,PGW0043
TRN3693,3/11/2025,Spa,150000,PGW0022
TRN3694,4/13/2025,Facial,100000,PGW0041
TRN3695,4/5/2025,Perawatan Rambut,75000,PGW0028
TRN3696,3/30/2025,Manicure,60000,PGW0005
TRN3697,3/21/2025,Pedicure,65000,PGW0009
TRN3698,4/15/2025,Spa,150000,PGW0049
TRN3699,4/3/2025,Pedicure,65000,PGW0019
TRN3700,3/8/2025,Facial,100000,PGW0012
TRN3701,2/9/2025,Perawatan Rambut,75000,PGW0002
TRN3702,3/29/2025,Pedicure,65000,PGW0022
TRN3703,3/15/2025,Manicure,60000,PGW0030
TRN3704,4/25/2025,Pedicure,65000,PGW0036
TRN3705,3/29/2025,Facial,100000,PGW0016
TRN3706,2/14/2025,Perawatan Rambut,75000,PGW0030
TRN3707,4/6/2025,Spa,150000,PGW0047
TRN3708,3/7/2025,Manicure,60000,PGW0005
TRN3709,2/17/2025,Spa,150000,PGW0040
TRN3710,4/14/2025,Perawatan Rambut,75000,PGW0017
TRN3711,3/11/2025,Pedicure,65000,PGW0038
TRN3712,2/15/2025,Manicure,60000,PGW0039
TRN3713,3/9/2025,Spa,150000,PGW0036
TRN3714,3/20/2025,Facial,100000,PGW0014
TRN3715,4/29/2025,Spa,150000,PGW0041
TRN3716,2/22/2025,Manicure,60000,PGW0047
TRN3717,4/16/2025,Perawatan Rambut,75000,PGW0007
TRN3718,4/29/2025,Spa,150000,PGW0032
TRN3719,4/18/2025,Pedicure,65000,PGW0008
TRN3720,4/1/2025,Manicure,60000,PGW0024
TRN3721,2/9/2025,Manicure,60000,PGW0005
TRN3722,2/9/2025,Spa,150000,PGW0003
TRN3723,4/20/2025,Pedicure,65000,PGW0009
TRN3724,2/23/2025,Pedicure,65000,PGW0013
TRN3725,4/4/2025,Spa,150000,PGW0013
TRN3726,3/11/2025,Spa,150000,PGW0040
TRN3727,3/29/2025,Facial,100000,PGW0024
TRN3728,2/24/2025,Manicure,60000,PGW0044
TRN3729,3/1/2025,Manicure,60000,PGW0044
TRN3730,4/6/2025,Manicure,60000,PGW0042
TRN3731,3/20/2025,Facial,100000,PGW0020
TRN3732,4/14/2025,Perawatan Rambut,75000,PGW0025
TRN3733,2/13/2025,Spa,150000,PGW0040
TRN3734,4/9/2025,Manicure,60000,PGW0010
TRN3735,4/20/2025,Facial,100000,PGW0013
TRN3736,3/26/2025,Manicure,60000,PGW0036
TRN3737,2/10/2025,Manicure,60000,PGW0050
TRN3738,3/14/2025,Pedicure,65000,PGW0001
TRN3739,4/22/2025,Spa,150000,PGW0013
TRN3740,4/15/2025,Manicure,60000,PGW0001
TRN3741,4/1/2025,Spa,150000,PGW0027
TRN3742,4/4/2025,Manicure,60000,PGW0007
TRN3743,3/27/2025,Facial,100000,PGW0002
TRN3744,3/8/2025,Spa,150000,PGW0042
TRN3745,4/2/2025,Spa,150000,PGW0029
TRN3746,4/29/2025,Perawatan Rambut,75000,PGW0023
TRN3747,2/5/2025,Facial,100000,PGW0034
TRN3748,4/7/2025,Manicure,60000,PGW0038
TRN3749,4/11/2025,Pedicure,65000,PGW0024
TRN3750,2/12/2025,Spa,150000,PGW0037
TRN3751,4/28/2025,Manicure,60000,PGW0009
TRN3752,4/9/2025,Manicure,60000,PGW0032
TRN3753,4/23/2025,Pedicure,65000,PGW0009
TRN3754,4/9/2025,Pedicure,65000,PGW0009
TRN3755,3/17/2025,Perawatan Rambut,75000,PGW0035
TRN3756,4/1/2025,Manicure,60000,PGW0041
TRN3757,3/8/2025,Perawatan Rambut,75000,PGW0047
TRN3758,3/31/2025,Spa,150000,PGW0039
TRN3759,2/12/2025,Manicure,60000,PGW0026
TRN3760,4/21/2025,Facial,100000,PGW0029
TRN3761,3/2/2025,Facial,100000,PGW0017
TRN3762,4/10/2025,Facial,100000,PGW0005
TRN3763,4/19/2025,Perawatan Rambut,75000,PGW0049
TRN3764,2/19/2025,Facial,100000,PGW0026
TRN3765,4/15/2025,Perawatan Rambut,75000,PGW0049
TRN3766,3/11/2025,Facial,100000,PGW0010
TRN3767,4/24/2025,Facial,100000,PGW0021
TRN3768,4/9/2025,Facial,100000,PGW0023
TRN3769,4/8/2025,Facial,100000,PGW0005
TRN3770,3/13/2025,Perawatan Rambut,75000,PGW0032
TRN3771,2/18/2025,Pedicure,65000,PGW0040
TRN3772,3/12/2025,Perawatan Rambut,75000,PGW0037
TRN3773,2/28/2025,Manicure,60000,PGW0017
TRN3774,2/14/2025,Perawatan Rambut,75000,PGW0002
TRN3775,4/17/2025,Manicure,60000,PGW0021
TRN3776,2/19/2025,Pedicure,65000,PGW0006
TRN3777,2/16/2025,Perawatan Rambut,75000,PGW0028
TRN3778,4/13/2025,Manicure,60000,PGW0012
TRN3779,4/8/2025,Manicure,60000,PGW0043
TRN3780,2/18/2025,Spa,150000,PGW0007
TRN3781,2/15/2025,Perawatan Rambut,75000,PGW0043
TRN3782,3/21/2025,Facial,100000,PGW0046
TRN3783,4/7/2025,Perawatan Rambut,75000,PGW0002
TRN3784,3/13/2025,Facial,100000,PGW0017
TRN3785,3/24/2025,Pedicure,65000,PGW0048
TRN3786,2/6/2025,Pedicure,65000,PGW0015
TRN3787,3/2/2025,Facial,100000,PGW0021
TRN3788,4/7/2025,Perawatan Rambut,75000,PGW0038
TRN3789,4/16/2025,Pedicure,65000,PGW0017
TRN3790,2/10/2025,Facial,100000,PGW0010
TRN3791,2/21/2025,Perawatan Rambut,75000,PGW0013
TRN3792,4/6/2025,Pedicure,65000,PGW0047
TRN3793,3/19/2025,Pedicure,65000,PGW0047
TRN3794,3/3/2025,Pedicure,65000,PGW0033
TRN3795,2/5/2025,Pedicure,65000,PGW0018
TRN3796,2/14/2025,Spa,150000,PGW0027
TRN3797,2/27/2025,Facial,100000,PGW0001
TRN3798,4/2/2025,Perawatan Rambut,75000,PGW0032
TRN3799,4/23/2025,Spa,150000,PGW0040
TRN3800,3/12/2025,Perawatan Rambut,75000,PGW0003
TRN3801,3/6/2025,Facial,100000,PGW0028
TRN3802,2/22/2025,Facial,100000,PGW0007
TRN3803,2/24/2025,Facial,100000,PGW0001
TRN3804,2/10/2025,Pedicure,65000,PGW0032
TRN3805,3/10/2025,Facial,100000,PGW0026
TRN3806,2/4/2025,Pedicure,65000,PGW0025
TRN3807,4/1/2025,Manicure,60000,PGW0010
TRN3808,4/6/2025,Facial,100000,PGW0030
TRN3809,2/8/2025,Pedicure,65000,PGW0023
TRN3810,2/27/2025,Facial,100000,PGW0036
TRN3811,3/1/2025,Facial,100000,PGW0018
TRN3812,3/29/2025,Spa,150000,PGW0016
TRN3813,4/13/2025,Pedicure,65000,PGW0012
TRN3814,3/13/2025,Manicure,60000,PGW0024
TRN3815,4/11/2025,Spa,150000,PGW0006
TRN3816,3/15/2025,Facial,100000,PGW0033
TRN3817,3/9/2025,Manicure,60000,PGW0049
TRN3818,3/7/2025,Pedicure,65000,PGW0050
TRN3819,2/28/2025,Facial,100000,PGW0019
TRN3820,3/6/2025,Facial,100000,PGW0045
TRN3821,2/21/2025,Perawatan Rambut,75000,PGW0029
TRN3822,3/10/2025,Manicure,60000,PGW0001
TRN3823,2/24/2025,Spa,150000,PGW0010
TRN3824,2/7/2025,Perawatan Rambut,75000,PGW0031
TRN3825,4/10/2025,Manicure,60000,PGW0012
TRN3826,3/22/2025,Facial,100000,PGW0019
TRN3827,3/25/2025,Perawatan Rambut,75000,PGW0009
TRN3828,4/11/2025,Spa,150000,PGW0008
TRN3829,3/19/2025,Pedicure,65000,PGW0014
TRN3830,4/23/2025,Manicure,60000,PGW0013
TRN3831,4/6/2025,Manicure,60000,PGW0023
TRN3832,3/12/2025,Manicure,60000,PGW0003
TRN3833,3/5/2025,Pedicure,65000,PGW0022
TRN3834,4/22/2025,Pedicure,65000,PGW0007
TRN3835,3/28/2025,Manicure,60000,PGW0005
TRN3836,3/31/2025,Spa,150000,PGW0002
TRN3837,2/23/2025,Perawatan Rambut,75000,PGW0025
TRN3838,2/21/2025,Perawatan Rambut,75000,PGW0036
TRN3839,2/4/2025,Spa,150000,PGW0036
TRN3840,2/19/2025,Manicure,60000,PGW0003
TRN3841,2/9/2025,Perawatan Rambut,75000,PGW0037
TRN3842,3/30/2025,Pedicure,65000,PGW0012
TRN3843,4/21/2025,Perawatan Rambut,75000,PGW0036
TRN3844,4/20/2025,Facial,100000,PGW0019
TRN3845,3/11/2025,Perawatan Rambut,75000,PGW0004
TRN3846,2/23/2025,Manicure,60000,PGW0011
TRN3847,3/31/2025,Spa,150000,PGW0016
TRN3848,4/23/2025,Manicure,60000,PGW0001
TRN3849,2/14/2025,Spa,150000,PGW0002
TRN3850,3/29/2025,Perawatan Rambut,75000,PGW0005
TRN3851,3/8/2025,Facial,100000,PGW0031
TRN3852,4/27/2025,Manicure,60000,PGW0001
TRN3853,3/27/2025,Manicure,60000,PGW0026
TRN3854,2/27/2025,Spa,150000,PGW0021
TRN3855,4/21/2025,Spa,150000,PGW0014
TRN3856,3/13/2025,Perawatan Rambut,75000,PGW0002
TRN3857,3/16/2025,Facial,100000,PGW0002
TRN3858,3/27/2025,Perawatan Rambut,75000,PGW0008
TRN3859,3/29/2025,Perawatan Rambut,75000,PGW0015
TRN3860,2/7/2025,Manicure,60000,PGW0038
TRN3861,4/17/2025,Perawatan Rambut,75000,PGW0031
TRN3862,3/15/2025,Facial,100000,PGW0048
TRN3863,3/1/2025,Facial,100000,PGW0029
TRN3864,3/22/2025,Facial,100000,PGW0031
TRN3865,3/27/2025,Perawatan Rambut,75000,PGW0023
TRN3866,3/27/2025,Spa,150000,PGW0007
TRN3867,2/25/2025,Facial,100000,PGW0027
TRN3868,2/14/2025,Pedicure,65000,PGW0028
TRN3869,2/14/2025,Pedicure,65000,PGW0012
TRN3870,2/24/2025,Spa,150000,PGW0048
TRN3871,2/19/2025,Manicure,60000,PGW0050
TRN3872,3/26/2025,Perawatan Rambut,75000,PGW0046
TRN3873,2/9/2025,Perawatan Rambut,75000,PGW0034
TRN3874,3/15/2025,Pedicure,65000,PGW0023
TRN3875,4/23/2025,Spa,150000,PGW0040
TRN3876,2/25/2025,Spa,150000,PGW0021
TRN3877,3/14/2025,Facial,100000,PGW0039
TRN3878,3/14/2025,Perawatan Rambut,75000,PGW0028
TRN3879,2/11/2025,Facial,100000,PGW0024
TRN3880,3/17/2025,Pedicure,65000,PGW0001
TRN3881,3/9/2025,Facial,100000,PGW0012
TRN3882,3/4/2025,Facial,100000,PGW0049
TRN3883,2/22/2025,Facial,100000,PGW0034
TRN3884,2/17/2025,Perawatan Rambut,75000,PGW0035
TRN3885,4/10/2025,Facial,100000,PGW0020
TRN3886,3/18/2025,Manicure,60000,PGW0008
TRN3887,3/20/2025,Perawatan Rambut,75000,PGW0024
TRN3888,3/8/2025,Perawatan Rambut,75000,PGW0034
TRN3889,4/6/2025,Pedicure,65000,PGW0015
TRN3890,3/9/2025,Facial,100000,PGW0039
TRN3891,4/10/2025,Perawatan Rambut,75000,PGW0046
TRN3892,4/18/2025,Pedicure,65000,PGW0040
TRN3893,3/11/2025,Perawatan Rambut,75000,PGW0021
TRN3894,3/10/2025,Pedicure,65000,PGW0039
TRN3895,4/16/2025,Facial,100000,PGW0036
TRN3896,2/10/2025,Perawatan Rambut,75000,PGW0006
TRN3897,2/11/2025,Pedicure,65000,PGW0013
TRN3898,2/15/2025,Pedicure,65000,PGW0036
TRN3899,2/26/2025,Facial,100000,PGW0034
TRN3900,4/26/2025,Manicure,60000,PGW0032
TRN3901,2/11/2025,Facial,100000,PGW0047
TRN3902,3/8/2025,Facial,100000,PGW0019
TRN3903,2/6/2025,Spa,150000,PGW0023
TRN3904,3/27/2025,Perawatan Rambut,75000,PGW0033
TRN3905,2/11/2025,Pedicure,65000,PGW0032
TRN3906,4/6/2025,Pedicure,65000,PGW0029
TRN3907,4/13/2025,Manicure,60000,PGW0008
TRN3908,3/14/2025,Facial,100000,PGW0010
TRN3909,3/3/2025,Manicure,60000,PGW0034
TRN3910,4/27/2025,Facial,100000,PGW0038
TRN3911,3/29/2025,Perawatan Rambut,75000,PGW0032
TRN3912,3/18/2025,Manicure,60000,PGW0036
TRN3913,2/20/2025,Facial,100000,PGW0014
TRN3914,3/21/2025,Perawatan Rambut,75000,PGW0042
TRN3915,2/2/2025,Perawatan Rambut,75000,PGW0026
TRN3916,3/25/2025,Spa,150000,PGW0043
TRN3917,4/7/2025,Perawatan Rambut,75000,PGW0050
TRN3918,2/8/2025,Spa,150000,PGW0026
TRN3919,4/13/2025,Manicure,60000,PGW0021
TRN3920,4/13/2025,Perawatan Rambut,75000,PGW0050
TRN3921,2/15/2025,Facial,100000,PGW0025
TRN3922,4/18/2025,Pedicure,65000,PGW0007
TRN3923,4/20/2025,Perawatan Rambut,75000,PGW0049
TRN3924,4/22/2025,Pedicure,65000,PGW0002
TRN3925,4/21/2025,Pedicure,65000,PGW0047
TRN3926,3/12/2025,Pedicure,65000,PGW0043
TRN3927,4/18/2025,Facial,100000,PGW0050
TRN3928,2/5/2025,Perawatan Rambut,75000,PGW0003
TRN3929,2/16/2025,Manicure,60000,PGW0027
TRN3930,4/14/2025,Spa,150000,PGW0047
TRN3931,2/10/2025,Perawatan Rambut,75000,PGW0012
TRN3932,3/13/2025,Pedicure,65000,PGW0047
TRN3933,2/11/2025,Spa,150000,PGW0029
TRN3934,2/2/2025,Manicure,60000,PGW0046
TRN3935,3/14/2025,Perawatan Rambut,75000,PGW0026
TRN3936,4/26/2025,Manicure,60000,PGW0003
TRN3937,2/2/2025,Pedicure,65000,PGW0011
TRN3938,4/16/2025,Manicure,60000,PGW0048
TRN3939,4/20/2025,Facial,100000,PGW0007
TRN3940,4/5/2025,Pedicure,65000,PGW0026
TRN3941,4/16/2025,Facial,100000,PGW0032
TRN3942,3/19/2025,Perawatan Rambut,75000,PGW0042
TRN3943,2/9/2025,Perawatan Rambut,75000,PGW0023
TRN3944,4/8/2025,Perawatan Rambut,75000,PGW0004
TRN3945,3/14/2025,Spa,150000,PGW0024
TRN3946,2/24/2025,Pedicure,65000,PGW0004
TRN3947,2/27/2025,Pedicure,65000,PGW0009
TRN3948,3/17/2025,Pedicure,65000,PGW0036
TRN3949,2/27/2025,Manicure,60000,PGW0022
TRN3950,4/3/2025,Facial,100000,PGW0048
TRN3951,3/17/2025,Facial,100000,PGW0024
TRN3952,2/20/2025,Manicure,60000,PGW0008
TRN3953,2/1/2025,Spa,150000,PGW0028
TRN3954,3/5/2025,Facial,100000,PGW0034
TRN3955,2/27/2025,Facial,100000,PGW0036
TRN3956,2/15/2025,Manicure,60000,PGW0038
TRN3957,2/15/2025,Perawatan Rambut,75000,PGW0011
TRN3958,4/11/2025,Spa,150000,PGW0030
TRN3959,3/12/2025,Facial,100000,PGW0044
TRN3960,4/2/2025,Facial,100000,PGW0027
TRN3961,3/19/2025,Facial,100000,PGW0010
TRN3962,4/13/2025,Perawatan Rambut,75000,PGW0012
TRN3963,3/18/2025,Manicure,60000,PGW0012
TRN3964,3/27/2025,Facial,100000,PGW0024
TRN3965,3/23/2025,Perawatan Rambut,75000,PGW0027
TRN3966,3/2/2025,Pedicure,65000,PGW0025
TRN3967,4/17/2025,Facial,100000,PGW0004
TRN3968,4/22/2025,Manicure,60000,PGW0034
TRN3969,4/9/2025,Spa,150000,PGW0022
TRN3970,3/17/2025,Pedicure,65000,PGW0033
TRN3971,4/19/2025,Perawatan Rambut,75000,PGW0034
TRN3972,3/14/2025,Spa,150000,PGW0048
TRN3973,3/26/2025,Manicure,60000,PGW0004
TRN3974,3/12/2025,Perawatan Rambut,75000,PGW0016
TRN3975,4/23/2025,Pedicure,65000,PGW0040
TRN3976,3/14/2025,Manicure,60000,PGW0037
TRN3977,2/14/2025,Facial,100000,PGW0026
TRN3978,2/4/2025,Facial,100000,PGW0015
TRN3979,4/22/2025,Pedicure,65000,PGW0037
TRN3980,4/10/2025,Manicure,60000,PGW0005
TRN3981,4/7/2025,Perawatan Rambut,75000,PGW0038
TRN3982,3/21/2025,Spa,150000,PGW0050
TRN3983,4/12/2025,Perawatan Rambut,75000,PGW0003
TRN3984,3/14/2025,Spa,150000,PGW0016
TRN3985,3/23/2025,Perawatan Rambut,75000,PGW0046
TRN3986,3/17/2025,Perawatan Rambut,75000,PGW0035
TRN3987,3/13/2025,Facial,100000,PGW0015
TRN3988,3/13/2025,Facial,100000,PGW0043
TRN3989,3/10/2025,Facial,100000,PGW0041
TRN3990,3/5/2025,Perawatan Rambut,75000,PGW0048
TRN3991,3/17/2025,Manicure,60000,PGW0001
TRN3992,2/6/2025,Manicure,60000,PGW0013
TRN3993,2/2/2025,Facial,100000,PGW0023
TRN3994,2/1/2025,Manicure,60000,PGW0007
TRN3995,2/1/2025,Manicure,60000,PGW0018
TRN3996,3/6/2025,Perawatan Rambut,75000,PGW0043
TRN3997,3/6/2025,Pedicure,65000,PGW0020
TRN3998,4/26/2025,Pedicure,65000,PGW0003
TRN3999,4/16/2025,Pedicure,65000,PGW0031
TRN4000,3/5/2025,Spa,150000,PGW0037
TRN4001,3/23/2025,Facial,100000,PGW0038
TRN4002,3/28/2025,Facial,100000,PGW0043
TRN4003,2/2/2025,Pedicure,65000,PGW0012
TRN4004,4/29/2025,Pedicure,65000,PGW0012
TRN4005,2/23/2025,Manicure,60000,PGW0050
TRN4006,4/23/2025,Pedicure,65000,PGW0019
TRN4007,2/26/2025,Pedicure,65000,PGW0013
TRN4008,4/2/2025,Manicure,60000,PGW0023
TRN4009,3/3/2025,Facial,100000,PGW0014
TRN4010,3/22/2025,Perawatan Rambut,75000,PGW0023
TRN4011,3/22/2025,Spa,150000,PGW0034
TRN4012,3/25/2025,Spa,150000,PGW0002
TRN4013,2/16/2025,Pedicure,65000,PGW0036
TRN4014,3/22/2025,Pedicure,65000,PGW0047
TRN4015,3/31/2025,Perawatan Rambut,75000,PGW0048
TRN4016,4/13/2025,Spa,150000,PGW0030
TRN4017,2/24/2025,Perawatan Rambut,75000,PGW0016
TRN4018,2/3/2025,Spa,150000,PGW0019
TRN4019,3/6/2025,Spa,150000,PGW0023
TRN4020,2/8/2025,Facial,100000,PGW0033
TRN4021,3/8/2025,Perawatan Rambut,75000,PGW0015
TRN4022,3/28/2025,Facial,100000,PGW0048
TRN4023,3/16/2025,Pedicure,65000,PGW0045
TRN4024,3/15/2025,Perawatan Rambut,75000,PGW0046
TRN4025,3/17/2025,Manicure,60000,PGW0044
TRN4026,4/20/2025,Pedicure,65000,PGW0031
TRN4027,3/30/2025,Spa,150000,PGW0046
TRN4028,2/14/2025,Spa,150000,PGW0029
TRN4029,3/8/2025,Pedicure,65000,PGW0021
TRN4030,4/7/2025,Spa,150000,PGW0009
TRN4031,3/11/2025,Pedicure,65000,PGW0040
TRN4032,2/18/2025,Facial,100000,PGW0020
TRN4033,2/23/2025,Spa,150000,PGW0032
TRN4034,4/15/2025,Manicure,60000,PGW0050
TRN4035,3/22/2025,Perawatan Rambut,75000,PGW0036
TRN4036,3/24/2025,Pedicure,65000,PGW0009
TRN4037,2/23/2025,Perawatan Rambut,75000,PGW0010
TRN4038,3/3/2025,Facial,100000,PGW0018
TRN4039,2/25/2025,Manicure,60000,PGW0050
TRN4040,2/22/2025,Spa,150000,PGW0043
TRN4041,4/9/2025,Pedicure,65000,PGW0050
TRN4042,2/22/2025,Perawatan Rambut,75000,PGW0029
TRN4043,3/29/2025,Spa,150000,PGW0021
TRN4044,4/14/2025,Perawatan Rambut,75000,PGW0009
TRN4045,4/8/2025,Perawatan Rambut,75000,PGW0029
TRN4046,4/23/2025,Perawatan Rambut,75000,PGW0026
TRN4047,2/15/2025,Spa,150000,PGW0032
TRN4048,4/5/2025,Spa,150000,PGW0008
TRN4049,3/24/2025,Perawatan Rambut,75000,PGW0047
TRN4050,2/14/2025,Facial,100000,PGW0033
TRN4051,2/3/2025,Spa,150000,PGW0014
TRN4052,4/7/2025,Perawatan Rambut,75000,PGW0024
TRN4053,4/14/2025,Pedicure,65000,PGW0026
TRN4054,4/8/2025,Pedicure,65000,PGW0021
TRN4055,2/23/2025,Pedicure,65000,PGW0003
TRN4056,4/27/2025,Manicure,60000,PGW0020
TRN4057,3/11/2025,Pedicure,65000,PGW0040
TRN4058,4/27/2025,Manicure,60000,PGW0017
TRN4059,2/26/2025,Pedicure,65000,PGW0035
TRN4060,4/13/2025,Facial,100000,PGW0015
TRN4061,3/11/2025,Perawatan Rambut,75000,PGW0038
TRN4062,3/21/2025,Manicure,60000,PGW0045
TRN4063,3/8/2025,Facial,100000,PGW0020
TRN4064,3/26/2025,Facial,100000,PGW0001
TRN4065,3/18/2025,Spa,150000,PGW0043
TRN4066,4/9/2025,Facial,100000,PGW0042
TRN4067,4/22/2025,Manicure,60000,PGW0034
TRN4068,2/6/2025,Spa,150000,PGW0018
TRN4069,3/28/2025,Perawatan Rambut,75000,PGW0031
TRN4070,4/27/2025,Manicure,60000,PGW0023
TRN4071,3/30/2025,Facial,100000,PGW0021
TRN4072,3/28/2025,Manicure,60000,PGW0010
TRN4073,3/22/2025,Spa,150000,PGW0042
TRN4074,4/27/2025,Perawatan Rambut,75000,PGW0006
TRN4075,2/2/2025,Pedicure,65000,PGW0031
TRN4076,2/1/2025,Perawatan Rambut,75000,PGW0050
TRN4077,3/7/2025,Pedicure,65000,PGW0024
TRN4078,4/8/2025,Facial,100000,PGW0035
TRN4079,2/11/2025,Spa,150000,PGW0021
TRN4080,3/16/2025,Manicure,60000,PGW0031
TRN4081,3/24/2025,Pedicure,65000,PGW0050
TRN4082,2/5/2025,Pedicure,65000,PGW0018
TRN4083,3/10/2025,Manicure,60000,PGW0048
TRN4084,2/3/2025,Spa,150000,PGW0005
